shlok_number,shlok_text
56808,ਕਾਇਆ ਛੀਜੈ ਭਈ ਿਸਬਾਲੁ ॥
56809,੨੪ ॥
56810,ਜਾਪੈ ਆਿਪ ਪਰ੍ਭੂ ਿਤਹ ੁ ਲਇੋ ॥
56811,ਜੁਿਗ ਜੁਿਗ ਦਾਤਾ ਅਵਰੁ ਨ ਕਇੋ ॥
56812,ਿਜਉ ਭਾਵੈ ਿਤਉ ਰਾਖਿਹ ਰਾਖੁ ॥
56813,ਜਸੁ ਜਾਚਉ ਦਵੇ ੈ ਪਿਤ ਸਾਖੁ ॥
56814,ਜਾਗਤੁ ਜਾਿਗ ਰਹਾ ਤੁਧੁ ਭਾਵਾ ॥
56815,ਜਾ ਤੂ ਮੇਲਿਹ ਤਾ ਤੁਝੈ ਸਮਾਵਾ ॥
56816,ਜੈ ਜੈ ਕਾਰ ੁ ਜਪਉ ਜਗਦੀਸ ॥
56817,ਗੁਰਮਿਤ ਿਮਲੀਐ ਬੀਸ ਇਕੀਸ ॥
56818,੨੫ ॥
56819,ਝਿਖ ਬਲੋ ਣੁ ਿਕਆ ਜਗ ਿਸਉ ਵਾਦੁ ॥
56820,ਝਿੂ ਰ ਮਰ ੈ ਦੇਖੈ ਪਰਮਾਦੁ ॥
56821,ਜਨਿਮ ਮੂਏ ਨਹੀ ਜੀਵਣ ਆਸਾ ॥
56822,ਆਇ ਚਲੇ ਭਏ ਆਸ ਿਨਰਾਸਾ ॥
56823,ਝੁਿਰ ਝਿੁ ਰ ਝਿਖ ਮਾਟੀ ਰਿਲ ਜਾਇ ॥
56824,ਕਾਲੁ ਨ ਚ(cid:194)ਪੈ ਹਿਰ ਗੁਣ ਗਾਇ ॥
56825,ਪਾਈ ਨਵ ਿਨਿਧ ਹਿਰ ਕੈ ਨਾਇ ॥
56826,ਆਪੇ ਦੇਵੈ ਸਹਿਜ ਸੁਭਾਇ ॥
56827,੨੬ ॥
56828,ਿਞਆਨੋ ਬਲੋ ੈ ਆਪੇ ਬੂਝੈ ॥
56829,ਆਪੇ ਸਮਝੈ ਆਪੇ ਸੂਝੈ ॥
56830,ਗੁਰ ਕਾ ਕਿਹਆ ਅੰਿਕ ਸਮਾਵੈ ॥
56831,ਿਨਰਮਲ ਸੂਚੇ ਸਾਚੋ ਭਾਵੈ ॥
56832,ਗੁਰ ੁ ਸਾਗਰ ੁ ਰਤਨੀ ਨਹੀ ਤਟੋ ॥
56833,ਲਾਲ ਪਦਾਰਥ ਸਾਚ ੁ ਅਖਟੋ ॥
56834,ਗੁਿਰ ਕਿਹਆ ਸਾ ਕਾਰ ਕਮਾਵਹ ੁ ॥
56835,ਗੁਰ ਕੀ ਕਰਣੀ ਕਾਹੇ ਧਾਵਹ ੁ ॥
56836,ਨਾਨਕ ਗੁਰਮਿਤ ਸਾਿਚ ਸਮਾਵਹ ੁ ॥
56837,੨੭ ॥
56838,ਟੂਟੈ ਨਹੇ ੁ ਿਕ ਬਲੋ ਿਹ ਸਹੀ ॥
56839,ਟੂਟੈ ਬਾਹ ਦਹੁ ੂ ਿਦਸ ਗਹੀ ॥
56840,ਟੂਿਟ ਪਰੀਿਤ ਗਈ ਬੁਰ ਬੋਿਲ ॥
56841,ਦੁਰਮਿਤ ਪਰਹਿਰ ਛਾਡੀ ਢੋਿਲ ॥
56842,ਟੂਟੈ ਗਿੰ ਠ ਪੜੈ ਵੀਚਾਿਰ ॥
56843,ਗੁਰ ਸਬਦੀ ਘਿਰ ਕਾਰਜੁ ਸਾਿਰ ॥
56844,ਲਾਹਾ ਸਾਚ ੁ ਨ ਆਵੈ ਤਟੋ ਾ ॥
56845,ਿਤਰ੍ਭਵਣ ਠਾਕੁਰ ੁ ਪਰ੍ੀਤਮੁ ਮਟੋ ਾ ॥
56846,੨੮ ॥
56847,ਠਾਕਹ ੁ ਮਨੂਆ ਰਾਖਹ ੁ ਠਾਇ ॥
56848,ਠਹਿਕ ਮੁਈ ਅਵਗੁਿਣ ਪਛੁਤਾਇ ॥
56849,ਠਾਕੁਰ ੁ ਏਕੁ ਸਬਾਈ ਨਾਿਰ ॥
56850,ਬਹਤੁ ੇ ਵੇਸ ਕਰੇ ਕੂਿੜਆਿਰ ॥
56851,ਪਰ ਘਿਰ ਜਾਤੀ ਠਾਿਕ ਰਹਾਈ ॥
56852,ਮਹਿਲ ਬੁਲਾਈ ਠਾਕ ਨ ਪਾਈ ॥
56853,ਸਬਿਦ ਸਵਾਰੀ ਸਾਿਚ ਿਪਆਰੀ ॥
56854,ਸਾਈ ਸਹਾਗਿਣ ਠਾਕੁਿਰ ਧਾਰੀ ॥
56855,੨੯ ॥
56856,ਡਲੋ ਤ ਡੋਲਤ ਹੇ ਸਖੀ ਫਾਟੇ ਚੀਰ ਸੀਗਾਰ ॥
56857,ਡਾਹਪਿਣ ਤਿਨ ਸਖੁ ੁ ਨਹੀ ਿਬਨੁ ਡਰ ਿਬਣਠੀ ਡਾਰ ॥
56858,ਡਰਿਪ ਮੁਈ ਘਿਰ ਆਪਣੈ ਡੀਠੀ ਕੰਿਤ ਸੁਜਾਿਣ ॥
56859,ਡਰ ੁ ਰਾਿਖਆ ਗੁਿਰ ਆਪਣੈ ਿਨਰਭਉ ਨਾਮੁ ਵਖਾਿਣ ॥
56860,ਡੂਗਿਰ ਵਾਸੁ ਿਤਖਾ ਘਣੀ ਜਬ ਦਖੇ ਾ ਨਹੀ ਦੂਿਰ ॥
56861,ਿਤਖਾ ਿਨਵਾਰੀ ਸਬਦ ੁ ਮਿੰ ਨ ਅਿੰ ਮਰ੍ਤੁ ਪੀਆ ਭਰਪੂਿਰ ॥
56862,ਦੇਿਹ ਦੇਿਹ ਆਖੈ ਸਭੁ ਕਈੋ ਜੈ ਭਾਵੈ ਤੈ ਦੇਇ ॥
56863,ਗੁਰ ੂ ਦਆੁ ਰੈ ਦਵੇ ਸੀ ਿਤਖਾ ਿਨਵਾਰੈ ਸਇੋ ॥
56864,੩੦ ॥
56865,ਢੰਢਲੋ ਤ ਢਢੂ ਤ ਹਉ ਿਫਰੀ ਢਿਹ ਢਿਹ ਪਵਿਨ ਕਰਾਿਰ ॥
56866,ਭਾਰੇ ਢਹਤੇ ਢਿਹ ਪਏ ਹਉਲੇ ਿਨਕਸੇ ਪਾਿਰ ॥
56867,ਅਮਰ ਅਜਾਚੀ ਹਿਰ ਿਮਲੇ ਿਤਨ ਕੈ ਹਉ ਬਿਲ ਜਾਉ ॥
56868,ਿਤਨ ਕੀ ਧੂਿੜ ਅਘੁਲੀਐ ਸੰਗਿਤ ਮੇਿਲ ਿਮਲਾਉ ॥
56869,ਮਨੁ ਦੀਆ ਗੁਿਰ ਆਪਣੈ ਪਾਇਆ ਿਨਰਮਲ ਨਾਉ ॥
56870,934 ਿਜਿਨ ਨਾਮੁ ਦੀਆ ਿਤਸੁ ਸੇਵਸਾ ਿਤਸੁ ਬਿਲਹਾਰੈ ਜਾਉ ॥
56871,ਜੋ ਉਸਾਰੇ ਸੋ ਢਾਹਸੀ ਿਤਸੁ ਿਬਨੁ ਅਵਰ ੁ ਨ ਕਇੋ ॥
56872,ਗੁਰ ਪਰਸਾਦੀ ਿਤਸੁ ਸਮੰ (cid:184)ਲਾ ਤਾ ਤਿਨ ਦਖੂ ੁ ਨ ਹਇੋ ॥
56873,੩੧ ॥
56874,ਣਾ ਕੋ ਮਰੇ ਾ ਿਕਸੁ ਗਹੀ ਣਾ ਕੋ ਹੋਆ ਨ ਹੋਗੁ ॥
56875,ਆਵਿਣ ਜਾਿਣ ਿਵਗੁਚੀਐ ਦੁਿਬਧਾ ਿਵਆਪੈ ਰਗੋ ੁ ॥
56876,ਣਾਮ ਿਵਹਣੂ ੇ ਆਦਮੀ ਕਲਰ ਕਧੰ ਿਗਰੰਿਤ ॥
56877,ਿਵਣੁ ਨਾਵੈ ਿਕਉ ਛੂਟੀਐ ਜਾਇ ਰਸਾਤਿਲ ਅੰਿਤ ॥
56878,ਗਣਤ ਗਣਾਵੈ ਅਖਰੀ ਅਗਣਤੁ ਸਾਚਾ ਸਇੋ ॥
56879,ਅਿਗਆਨੀ ਮਿਤਹੀਣੁ ਹੈ ਗੁਰ ਿਬਨੁ ਿਗਆਨੁ ਨ ਹੋਇ ॥
56880,ਤੂਟੀ ਤੰਤੁ ਰਬਾਬ ਕੀ ਵਾਜੈ ਨਹੀ ਿਵਜੋਿਗ ॥
56881,ਿਵਛੁਿੜਆ ਮੇਲੈ ਪਰ੍ਭੂ ਨਾਨਕ ਕਿਰ ਸੰਜਗੋ ॥
56882,੩੨ ॥
56883,ਤਰਵਰ ੁ ਕਾਇਆ ਪੰਿਖ ਮਨੁ ਤਰਵਿਰ ਪੰਖੀ ਪੰਚ ॥
56884,ਤਤੁ ਚਗੁ ਿਹ ਿਮਿਲ ਏਕਸੇ ਿਤਨ ਕਉ ਫਾਸ ਨ ਰੰਚ ॥
56885,ਉਡਿਹ ਤ ਬੇਗੁਲ ਬੇਗੁਲੇ ਤਾਕਿਹ ਚੋਗ ਘਣੀ ॥
56886,ਪੰਖ ਤੁਟੇ ਫਾਹੀ ਪੜੀ ਅਵਗੁਿਣ ਭੀੜ ਬਣੀ ॥
56887,ਿਬਨੁ ਸਾਚੇ ਿਕਉ ਛੂਟੀਐ ਹਿਰ ਗੁਣ ਕਰਿਮ ਮਣੀ ॥
56888,ਆਿਪ ਛਡਾਏ ਛੂਟੀਐ ਵਡਾ ਆਿਪ ਧਣੀ ॥
56889,ਗੁਰ ਪਰਸਾਦੀ ਛੂਟੀਐ ਿਕਰਪਾ ਆਿਪ ਕਰੇਇ ॥
56890,ਅਪਣੈ ਹਾਿਥ ਵਡਾਈਆ ਜੈ ਭਾਵੈ ਤੈ ਦਇੇ ॥
56891,੩੩ ॥
56892,ਥਰ ਥਰ ਕੰਪੈ ਜੀਅੜਾ ਥਾਨ ਿਵਹਣੂ ਾ ਹੋਇ ॥
56893,ਥਾਿਨ ਮਾਿਨ ਸਚ ੁ ਏਕੁ ਹੈ ਕਾਜੁ ਨ ਫੀਟੈ ਕੋਇ ॥
56894,ਿਥਰ ੁ ਨਾਰਾਇਣੁ ਿਥਰ ੁ ਗੁਰ ੂ ਿਥਰ ੁ ਸਾਚਾ ਬੀਚਾਰ ੁ ॥
56895,ਸੁਿਰ ਨਰ ਨਾਥਹ ਨਾਥੁ ਤੂ ਿਨਧਾਰਾ ਆਧਾਰ ੁ ॥
56896,ਸਰਬੇ ਥਾਨ ਥਨਤੰ ਰੀ ਤੂ ਦਾਤਾ ਦਾਤਾਰ ੁ ॥
56897,ਜਹ ਦੇਖਾ ਤਹ ਏਕੁ ਤੂ ਅੰਤੁ ਨ ਪਾਰਾਵਾਰ ੁ ॥
56898,ਥਾਨ ਥਨੰਤਿਰ ਰਿਵ ਰਿਹਆ ਗੁਰ ਸਬਦੀ ਵੀਚਾਿਰ ॥
56899,ਅਣਮੰਿਗਆ ਦਾਨੁ ਦੇਵਸੀ ਵਡਾ ਅਗਮ ਅਪਾਰ ੁ ॥
56900,੩੪ ॥
56901,ਦਇਆ ਦਾਨੁ ਦਇਆਲੁ ਤੂ ਕਿਰ ਕਿਰ ਦਖੇ ਣਹਾਰ ੁ ॥
56902,ਦਇਆ ਕਰਿਹ ਪਰ੍ਭ ਮੇਿਲ ਲੈਿਹ ਿਖਨ ਮਿਹ ਢਾਿਹ ਉਸਾਿਰ ॥
56903,ਦਾਨਾ ਤੂ ਬੀਨਾ ਤੁਹੀ ਦਾਨਾ ਕੈ ਿਸਿਰ ਦਾਨੁ ॥
56904,ਦਾਲਦ ਭੰਜਨ ਦਖੁ ਦਲਣ ਗੁਰਮੁਿਖ ਿਗਆਨੁ ਿਧਆਨੁ ॥
56905,੩੫ ॥
56906,ਧਿਨ ਗਇਐ ਬਿਹ ਝਰੂ ੀਐ ਧਨ ਮਿਹ ਚੀਤੁ ਗਵਾਰ ॥
56907,ਧਨੁ ਿਵਰਲੀ ਸਚ ੁ ਸੰਿਚਆ ਿਨਰਮਲੁ ਨਾਮੁ ਿਪਆਿਰ ॥
56908,ਧਨੁ ਗਇਆ ਤਾ ਜਾਣ ਦੇਿਹ ਜੇ ਰਾਚਿਹ ਰੰਿਗ ਏਕ ॥
56909,ਮਨੁ ਦੀਜੈ ਿਸਰ ੁ ਸਉਪੀਐ ਭੀ ਕਰਤੇ ਕੀ ਟੇਕ ॥
56910,ਧਧੰ ਾ ਧਾਵਤ ਰਿਹ ਗਏ ਮਨ ਮਿਹ ਸਬਦ ੁ ਅਨੰਦੁ ॥
56911,ਦਰੁ ਜਨ ਤੇ ਸਾਜਨ ਭਏ ਭੇਟੇ ਗੁਰ ਗੋਿਵੰਦ ॥
56912,ਬਨੁ ਬਨੁ ਿਫਰਤੀ ਢਢੂ ਤੀ ਬਸਤੁ ਰਹੀ ਘਿਰ ਬਾਿਰ ॥
56913,ਸਿਤਗੁਿਰ ਮੇਲੀ ਿਮਿਲ ਰਹੀ ਜਨਮ ਮਰਣ ਦੁਖੁ ਿਨਵਾਿਰ ॥
56914,੩੬ ॥
56915,ਨਾਨਾ ਕਰਤ ਨ ਛੂਟੀਐ ਿਵਣੁ ਗੁਣ ਜਮ ਪੁਿਰ ਜਾਿਹ ॥
56916,ਨਾ ਿਤਸੁ ਏਹੁ 935 ਨ ਓਹ ੁ ਹੈ ਅਵਗੁਿਣ ਿਫਿਰ ਪਛੁਤਾਿਹ ॥
56917,ਨਾ ਿਤਸੁ ਿਗਆਨੁ ਨ ਿਧਆਨੁ ਹੈ ਨਾ ਿਤਸੁ ਧਰਮੁ ਿਧਆਨੁ ॥
56918,ਿਵਣੁ ਨਾਵੈ ਿਨਰਭਉ ਕਹਾ ਿਕਆ ਜਾਣਾ ਅਿਭਮਾਨੁ ॥
56919,ਥਾਿਕ ਰਹੀ ਿਕਵ ਅਪੜਾ ਹਾਥ ਨਹੀ ਨਾ ਪਾਰ ੁ ॥
56920,ਨਾ ਸਾਜਨ ਸੇ ਰੰਗੁਲੇ ਿਕਸੁ ਪਿਹ ਕਰੀ ਪੁਕਾਰ ॥
56921,ਨਾਨਕ ਿਪਰ੍ਉ ਿਪਰ੍ਉ ਜੇ ਕਰੀ ਮੇਲੇ ਮੇਲਣਹਾਰ ੁ ॥
56922,ਿਜਿਨ ਿਵਛੋੜੀ ਸੋ ਮੇਲਸੀ ਗੁਰ ਕੈ ਹੇਿਤ ਅਪਾਿਰ ॥
56923,੩੭ ॥
56924,ਪਾਪੁ ਬੁਰਾ ਪਾਪੀ ਕਉ ਿਪਆਰਾ ॥
56925,ਪਾਿਪ ਲਦੇ ਪਾਪੇ ਪਾਸਾਰਾ ॥
56926,ਪਰਹਿਰ ਪਾਪੁ ਪਛਾਣੈ ਆਪੁ ॥
56927,ਨਾ ਿਤਸੁ ਸੋਗੁ ਿਵਜੋਗੁ ਸੰਤਾਪੁ ॥
56928,ਨਰਿਕ ਪੜੰਤਉ ਿਕਉ ਰਹ ੈ ਿਕਉ ਬੰਚੈ ਜਮਕਾਲੁ ॥
56929,ਿਕਉ ਆਵਣ ਜਾਣਾ ਵੀਸਰੈ ਝਠੂ ੁ ਬੁਰਾ ਖੈ ਕਾਲੁ ॥
56930,ਮਨੁ ਜੰਜਾਲੀ ਵੇਿੜਆ ਭੀ ਜੰਜਾਲਾ ਮਾਿਹ ॥
56931,ਿਵਣੁ ਨਾਵੈ ਿਕਉ ਛੂਟੀਐ ਪਾਪੇ ਪਚਿਹ ਪਚਾਿਹ ॥
56932,੩੮ ॥
56933,ਿਫਿਰ ਿਫਿਰ ਫਾਹੀ ਫਾਸੈ ਕਊਆ ॥
56934,ਿਫਿਰ ਪਛੁਤਾਨਾ ਅਬ ਿਕਆ ਹਆੂ ॥
56935,ਫਾਥਾ ਚੋਗ ਚਗੁ ੈ ਨਹੀ ਬੂਝੈ ॥
56936,ਸਤਗੁਰ ੁ ਿਮਲੈ ਤ ਆਖੀ ਸੂਝੈ ॥
56937,ਿਜਉ ਮਛੁਲੀ ਫਾਥੀ ਜਮ ਜਾਿਲ ॥
56938,ਿਵਣੁ ਗੁਰ ਦਾਤੇ ਮੁਕਿਤ ਨ ਭਾਿਲ ॥
56939,ਿਫਿਰ ਿਫਿਰ ਆਵੈ ਿਫਿਰ ਿਫਿਰ ਜਾਇ ॥
56940,ਇਕ ਰਿੰ ਗ ਰਚੈ ਰਹੈ ਿਲਵ ਲਾਇ ॥
56941,ਇਵ ਛੂਟੈ ਿਫਿਰ ਫਾਸ ਨ ਪਾਇ ॥
56942,੩੯ ॥
56943,ਬੀਰਾ ਬੀਰਾ ਕਿਰ ਰਹੀ ਬੀਰ ਭਏ ਬੈਰਾਇ ॥
56944,ਬੀਰ ਚਲੇ ਘਿਰ ਆਪਣੈ ਬਿਹਣ ਿਬਰਿਹ ਜਿਲ ਜਾਇ ॥
56945,ਬਾਬੁਲ ਕੈ ਘਿਰ ਬੇਟੜੀ ਬਾਲੀ ਬਾਲ ੈ ਨੇਿਹ ॥
56946,ਜੇ ਲੋੜਿਹ ਵਰ ੁ ਕਾਮਣੀ ਸਿਤਗੁਰ ੁ ਸੇਵਿਹ ਤੇਿਹ ॥
56947,ਿਬਰਲੋ ਿਗਆਨੀ ਬੂਝਣਉ ਸਿਤਗੁਰ ੁ ਸਾਿਚ ਿਮਲੇਇ ॥
56948,ਠਾਕੁਰ ਹਾਿਥ ਵਡਾਈਆ ਜ ੈ ਭਾਵੈ ਤੈ ਦਇੇ ॥
56949,ਬਾਣੀ ਿਬਰਲਉ ਬੀਚਾਰਸੀ ਜੇ ਕੋ ਗੁਰਮੁਿਖ ਹੋਇ ॥
56950,ਇਹ ਬਾਣੀ ਮਹਾ ਪੁਰਖ ਕੀ ਿਨਜ ਘਿਰ ਵਾਸਾ ਹਇੋ ॥
56951,੪੦ ॥
56952,ਭਿਨ ਭਿਨ ਘੜੀਐ ਘਿੜ ਘਿੜ ਭਜੈ ਢਾਿਹ ਉਸਾਰੈ ਉਸਰੇ ਢਾਹੈ ॥
56953,ਸਰ ਭਿਰ ਸੋਖੈ ਭੀ ਭਿਰ ਪੋਖੈ ਸਮਰਥ ਵੇਪਰਵਾਹੈ ॥
56954,ਭਰਿਮ ਭੁਲਾਨੇ ਭਏ ਿਦਵਾਨੇ ਿਵਣੁ ਭਾਗਾ ਿਕਆ ਪਾਈਐ ॥
56955,ਗੁਰਮੁਿਖ ਿਗਆਨੁ ਡਰੋ ੀ ਪਰ੍ਿਭ ਪਕੜੀ ਿਜਨ ਿਖਚੰ ੈ ਿਤਨ ਜਾਈਐ ॥
56956,ਹਿਰ ਗੁਣ ਗਾਇ ਸਦਾ ਰੰਿਗ ਰਾਤੇ ਬਹਿੁ ੜ ਨ ਪਛਤੋ ਾਈਐ ॥
56957,ਭਭ ੈ ਭਾਲਿਹ ਗੁਰਮਿੁ ਖ ਬੂਝਿਹ ਤਾ ਿਨਜ ਘਿਰ ਵਾਸਾ ਪਾਈਐ ॥
56958,ਭਭੈ ਭਉਜਲੁ ਮਾਰਗੁ ਿਵਖੜਾ ਆਸ ਿਨਰਾਸਾ ਤਰੀਐ ॥
56959,ਗੁਰ ਪਰਸਾਦੀ ਆਪੋ ਚੀਨ(cid:184)ੈ ਜੀਵਿਤਆ ਇਵ ਮਰੀਐ ॥
56960,੪੧ ॥
56961,ਮਾਇਆ ਮਾਇਆ ਕਿਰ ਮੁਏ ਮਾਇਆ ਿਕਸੈ ਨ ਸਾਿਥ ॥
56962,ਹੰਸੁ ਚਲੈ ਉਿਠ ਡੁਮਣੋ ਮਾਇਆ ਭੂਲੀ ਆਿਥ ॥
56963,ਮਨੁ ਝੂਠਾ ਜਿਮ ਜੋਿਹਆ ਅਵਗੁਣ ਚਲਿਹ ਨਾਿਲ ॥
56964,ਮਨ ਮਿਹ ਮਨੁ ਉਲਟੋ ਮਰੈ 936 ਜੇ ਗੁਣ ਹੋਵਿਹ ਨਾਿਲ ॥
56965,ਮੇਰੀ ਮੇਰੀ ਕਿਰ ਮੁਏ ਿਵਣੁ ਨਾਵੈ ਦੁਖੁ ਭਾਿਲ ॥
56966,ਗੜ ਮੰਦਰ ਮਹਲਾ ਕਹਾ ਿਜਉ ਬਾਜੀ ਦੀਬਾਣੁ ॥
56967,ਨਾਨਕ ਸਚੇ ਨਾਮ ਿਵਣੁ ਝੂਠਾ ਆਵਣ ਜਾਣੁ ॥
56968,ਆਪੇ ਚਤੁਰ ੁ ਸਰਪੂ ੁ ਹੈ ਆਪੇ ਜਾਣੁ ਸੁਜਾਣੁ ॥
56969,੪੨ ॥
56970,ਜੋ ਆਵਿਹ ਸੇ ਜਾਿਹ ਫਿੁਨ ਆਇ ਗਏ ਪਛੁਤਾਿਹ ॥
56971,ਲਖ ਚਉਰਾਸੀਹ ਮੇਦਨੀ ਘਟੈ ਨ ਵਧੈ ਉਤਾਿਹ ॥
56972,ਸੇ ਜਨ ਉਬਰੇ ਿਜਨ ਹਿਰ ਭਾਇਆ ॥
56973,ਧਧੰ ਾ ਮੁਆ ਿਵਗੂਤੀ ਮਾਇਆ ॥
56974,ਜ ੋ ਦੀਸੈ ਸੋ ਚਾਲਸੀ ਿਕਸ ਕਉ ਮੀਤੁ ਕਰੇਉ ॥
56975,ਜੀਉ ਸਮਪਉ ਆਪਣਾ ਤਨੁ ਮਨੁ ਆਗੈ ਦੇਉ ॥
56976,ਅਸਿਥਰ ੁ ਕਰਤਾ ਤੂ ਧਣੀ ਿਤਸ ਹੀ ਕੀ ਮੈ ਓਟ ॥
56977,ਗੁਣ ਕੀ ਮਾਰੀ ਹਉ ਮੁਈ ਸਬਿਦ ਰਤੀ ਮਿਨ ਚੋਟ ॥
56978,੪੩ ॥
56979,ਰਾਣਾ ਰਾਉ ਨ ਕੋ ਰਹ ੈ ਰਗੰ ੁ ਨ ਤੁੰਗੁ ਫਕੀਰ ੁ ॥
56980,ਵਾਰੀ ਆਪੋ ਆਪਣੀ ਕੋਇ ਨ ਬੰਧੈ ਧੀਰ ॥
56981,ਰਾਹ ੁ ਬੁਰਾ ਭੀਹਾਵਲਾ ਸਰ ਡੂਗਰ ਅਸਗਾਹ ॥
56982,ਮੈ ਤਿਨ ਅਵਗਣ ਝੁਿਰ ਮੁਈ ਿਵਣੁ ਗੁਣ ਿਕਉ ਘਿਰ ਜਾਹ ॥
56983,ਗੁਣੀਆ ਗੁਣ ਲੇ ਪਰ੍ਭ ਿਮਲੇ ਿਕਉ ਿਤਨ ਿਮਲਉ ਿਪਆਿਰ ॥
56984,ਿਤਨ ਹੀ ਜਸੈ ੀ ਥੀ ਰਹ(cid:194) ਜਿਪ ਜਿਪ ਿਰਦੈ ਮੁਰਾਿਰ ॥
56985,ਅਵਗੁਣੀ ਭਰਪੂਰ ਹੈ ਗੁਣ ਭੀ ਵਸਿਹ ਨਾਿਲ ॥
56986,ਿਵਣੁ ਸਤਗੁਰ ਗੁਣ ਨ ਜਾਪਨੀ ਿਜਚਰੁ ਸਬਿਦ ਨ ਕਰੇ ਬੀਚਾਰ ੁ ॥
56987,੪੪ ॥
56988,ਲਸਕਰੀਆ ਘਰ ਸੰਮਲੇ ਆਏ ਵਜਹ ੁ ਿਲਖਾਇ ॥
56989,ਕਾਰ ਕਮਾਵਿਹ ਿਸਿਰ ਧਣੀ ਲਾਹਾ ਪਲੈ ਪਾਇ ॥
56990,ਲਬੁ ਲਭੋ ੁ ਬੁਿਰਆਈਆ ਛੋਡੇ ਮਨਹ ੁ ਿਵਸਾਿਰ ॥
56991,ਗਿੜ ਦਹੋ ੀ ਪਾਿਤਸਾਹ ਕੀ ਕਦੇ ਨ ਆਵੈ ਹਾਿਰ ॥
56992,ਚਾਕਰ ੁ ਕਹੀਐ ਖਸਮ ਕਾ ਸਉਹੇ ਉਤਰ ਦਇੇ ॥
56993,ਵਜਹ ੁ ਗਵਾਏ ਆਪਣਾ ਤਖਿਤ ਨ ਬਸੈ ਿਹ ਸੇਇ ॥
56994,ਪਰ੍ੀਤਮ ਹਿਥ ਵਿਡਆਈਆ ਜੈ ਭਾਵੈ ਤੈ ਦਇੇ ॥
56995,ਆਿਪ ਕਰੇ ਿਕਸੁ ਆਖੀਐ ਅਵਰ ੁ ਨ ਕਇੋ ਕਰੇਇ ॥
56996,੪੫ ॥
56997,ਬੀਜਉ ਸੂਝੈ ਕ ੋ ਨਹੀ ਬਹੈ ਦਲੁ ੀਚਾ ਪਾਇ ॥
56998,ਨਰਕ ਿਨਵਾਰਣੁ ਨਰਹ ਨਰ ੁ ਸਾਚਉ ਸਾਚੈ ਨਾਇ ॥
56999,ਵਣੁ ਿਤਰ੍ਣੁ ਢਢੂ ਤ ਿਫਿਰ ਰਹੀ ਮਨ ਮਿਹ ਕਰਉ ਬੀਚਾਰ ੁ ॥
57000,ਲਾਲ ਰਤਨ ਬਹ ੁ ਮਾਣਕੀ ਸਿਤਗੁਰ ਹਾਿਥ ਭਡੰ ਾਰ ੁ ॥
57001,ਊਤਮੁ ਹੋਵਾ ਪਰ੍ਭੁ ਿਮਲੈ ਇਕ ਮਿਨ ਏਕੈ ਭਾਇ ॥
57002,ਨਾਨਕ ਪਰ੍ੀਤਮ ਰਿਸ ਿਮਲੇ ਲਾਹਾ ਲੈ ਪਰਥਾਇ ॥
57003,ਰਚਨਾ ਰਾਿਚ ਿਜਿਨ ਰਚੀ ਿਜਿਨ ਿਸਿਰਆ ਆਕਾਰ ੁ ॥
57004,ਗੁਰਮੁਿਖ ਬੇਅਤੰ ੁ ਿਧਆਈਐ ਅਤੰ ੁ ਨ ਪਾਰਾਵਾਰ ੁ ॥
57005,੪੬ ॥
57006,ੜਾੜ ੈ ਰੜੂ ਾ ਹਿਰ ਜੀਉ ਸਈੋ ॥
57007,ਿਤਸੁ ਿਬਨੁ ਰਾਜਾ ਅਵਰ ੁ ਨ ਕਈੋ ॥
57008,ੜਾੜੈ ਗਾਰੜੁ ੁ ਤੁਮ ਸਣੁ ਹ ੁ ਹਿਰ ਵਸੈ ਮਨ ਮਾਿਹ ॥
57009,ਗੁਰ ਪਰਸਾਦੀ ਹਿਰ ਪਾਈਐ ਮਤੁ ਕੋ ਭਰਿਮ ਭੁਲਾਿਹ ॥
57010,ਸੋ ਸਾਹ ੁ ਸਾਚਾ ਿਜਸੁ ਹਿਰ ਧਨੁ ਰਾਿਸ ॥
57011,ਗੁਰਮਿੁ ਖ ਪੂਰਾ ਿਤਸੁ ਸਾਬਾਿਸ ॥
57012,ਰੜੂ ੀ ਬਾਣੀ 937 ਹਿਰ ਪਾਇਆ ਗੁਰ ਸਬਦੀ ਬੀਚਾਿਰ ॥
57013,ਆਪੁ ਗਇਆ ਦੁਖੁ ਕਿਟਆ ਹਿਰ ਵਰ ੁ ਪਾਇਆ ਨਾਿਰ ॥
57014,੪੭ ॥
57015,ਸੁਇਨਾ ਰਪੁ ਾ ਸੰਚੀਐ ਧਨੁ ਕਾਚਾ ਿਬਖੁ ਛਾਰ ੁ ॥
57016,ਸਾਹ ੁ ਸਦਾਏ ਸੰਿਚ ਧਨੁ ਦੁਿਬਧਾ ਹੋਇ ਖੁਆਰ ੁ ॥
57017,ਸਿਚਆਰੀ ਸਚੁ ਸੰਿਚਆ ਸਾਚਉ ਨਾਮੁ ਅਮਲੋ ੁ ॥
57018,ਹਿਰ ਿਨਰਮਾਇਲੁ ਊਜਲੋ ਪਿਤ ਸਾਚੀ ਸਚ ੁ ਬਲੋ ੁ ॥
57019,ਸਾਜਨੁ ਮੀਤੁ ਸੁਜਾਣੁ ਤੂ ਤੂ ਸਰਵਰ ੁ ਤੂ ਹਸੰ ੁ ॥
