shlok_number,shlok_text
59415,ਗੁਰਮਿਤ ਨਾਮੁ ਦਮਦੋ ਰ ੁ ਪਾਇਆ ਹਿਰ ਹਿਰ ਨਾਮੁ ਉਿਰ ਧਾਰੇ ॥
59416,ਹਿਰ ਹਿਰ ਕਥਾ ਬਨੀ ਅਿਤ ਮੀਠੀ ਿਜਉ ਗੂੰਗਾ ਗਟਕ ਸਮ(cid:184)ਾਰੇ ॥
59417,੪ ॥
59418,ਰਸਨਾ ਸਾਦ ਚਖੈ ਭਾਇ ਦੂਜੈ ਅਿਤ ਫੀਕੇ ਲਭੋ ਿਬਕਾਰੇ ॥
59419,ਜੋ ਗੁਰਮਿੁ ਖ ਸਾਦ ਚਖਿਹ ਰਾਮ ਨਾਮਾ ਸਭ ਅਨ ਰਸ ਸਾਦ ਿਬਸਾਰ ੇ ॥
59420,੫ ॥
59421,ਗੁਰਮਿਤ ਰਾਮ ਨਾਮੁ ਧਨੁ ਪਾਇਆ ਸੁਿਣ ਕਹਿਤਆ ਪਾਪ ਿਨਵਾਰੇ ॥
59422,ਧਰਮ ਰਾਇ ਜਮੁ ਨੇਿੜ ਨ ਆਵੈ ਮੇਰੇ ਠਾਕੁਰ ਕੇ ਜਨ ਿਪਆਰੇ ॥
59423,੬ ॥
59424,ਸਾਸ ਸਾਸ ਸਾਸ ਹੈ ਜੇਤੇ ਮੈ ਗੁਰਮਿਤ ਨਾਮੁ ਸਮ(cid:184)ਾਰੇ ॥
59425,ਸਾਸ ੁ ਸਾਸ ੁ ਜਾਇ ਨਾਮੈ ਿਬਨੁ ਸੋ ਿਬਰਥਾ ਸਾਸੁ ਿਬਕਾਰੇ ॥
59426,੭ ॥
59427,ਿਕਰ੍ਪਾ ਿਕਰ੍ਪਾ ਕਿਰ ਦੀਨ ਪਰ੍ਭ ਸਰਨੀ ਮੋ ਕਉ 981 ਹਿਰ ਜਨ ਮਿੇ ਲ ਿਪਆਰੇ ॥
59428,ਨਾਨਕ ਦਾਸਿਨ ਦਾਸੁ ਕਹਤੁ ਹੈ ਹਮ ਦਾਸਨ ਕੇ ਪਿਨਹਾਰੇ ॥
59429,੮ ॥
59430,੧ ॥
59431,ਨਟ ਮਹਲਾ ੪ ॥
59432,ਰਾਮ ਹਮ ਪਾਥਰ ਿਨਰਗੁਨੀਆਰੇ ॥
59433,ਿਕਰ੍ਪਾ ਿਕਰ੍ਪਾ ਕਿਰ ਗੁਰ ੂ ਿਮਲਾਏ ਹਮ ਪਾਹਨ ਸਬਿਦ ਗੁਰ ਤਾਰੇ ॥
59434,੧ ॥
59435,ਰਹਾਉ ॥
59436,ਸਿਤਗੁਰ ਨਾਮੁ ਿਦਰ੍ੜਾਏ ਅਿਤ ਮੀਠਾ ਮਲੈ ਾਗਰ ੁ ਮਲਗਾਰੇ ॥
59437,ਨਾਮੈ ਸੁਰਿਤ ਵਜੀ ਹੈ ਦਹ ਿਦਿਸ ਹਿਰ ਮੁਸਕੀ ਮਸੁ ਕ ਗੰਧਾਰੇ ॥
59438,੧ ॥
59439,ਤਰੇ ੀ ਿਨਰਗੁਣ ਕਥਾ ਕਥਾ ਹੈ ਮੀਠੀ ਗੁਿਰ ਨੀਕੇ ਬਚਨ ਸਮਾਰੇ ॥
59440,ਗਾਵਤ ਗਾਵਤ ਹਿਰ ਗੁਨ ਗਾਏ ਗੁਨ ਗਾਵਤ ਗੁਿਰ ਿਨਸਤਾਰੇ ॥
59441,੨ ॥
59442,ਿਬਬਕੇ ੁ ਗੁਰ ੂ ਗੁਰ ੂ ਸਮਦਰਸੀ ਿਤਸੁ ਿਮਲੀਐ ਸੰਕ ਉਤਾਰੇ ॥
59443,ਸਿਤਗੁਰ ਿਮਿਲਐ ਪਰਮ ਪਦੁ ਪਾਇਆ ਹਉ ਸਿਤਗੁਰ ਕੈ ਬਿਲਹਾਰੇ ॥
59444,੩ ॥
59445,ਪਾਖਡੰ ਪਾਖੰਡ ਕਿਰ ਕਿਰ ਭਰਮੇ ਲੋਭੁ ਪਾਖੰਡੁ ਜਿਗ ਬਿੁ ਰਆਰੇ ॥
59446,ਹਲਿਤ ਪਲਿਤ ਦੁਖਦਾਈ ਹਵੋ ਿਹ ਜਮਕਾਲੁ ਖੜਾ ਿਸਿਰ ਮਾਰੇ ॥
59447,੪ ॥
59448,ਉਗਵੈ ਿਦਨਸੁ ਆਲੁ ਜਾਲੁ ਸਮ(cid:184)ਾਲੈ ਿਬਖੁ ਮਾਇਆ ਕੇ ਿਬਸਥਾਰੇ ॥
59449,ਆਈ ਰਿੈ ਨ ਭਇਆ ਸੁਪਨੰਤਰ ੁ ਿਬਖੁ ਸੁਪਨੈ ਭੀ ਦੁਖ ਸਾਰੇ ॥
59450,੫ ॥
59451,ਕਲਰ ੁ ਖੇਤੁ ਲੈ ਕੂੜੁ ਜਮਾਇਆ ਸਭ ਕੂੜੈ ਕੇ ਖਲਵਾਰੇ ॥
59452,ਸਾਕਤ ਨਰ ਸਿਭ ਭੂਖ ਭੁਖਾਨੇ ਦਿਰ ਠਾਢੇ ਜਮ ਜੰਦਾਰੇ ॥
59453,੬ ॥
59454,ਮਨਮੁਖ ਕਰਜ ੁ ਚਿੜਆ ਿਬਖੁ ਭਾਰੀ ਉਤਰੈ ਸਬਦੁ ਵੀਚਾਰੇ ॥
59455,ਿਜਤਨੇ ਕਰਜ ਕਰਜ ਕੇ ਮਗੰ ੀਏ ਕਿਰ ਸੇਵਕ ਪਿਗ ਲਿਗ ਵਾਰੇ ॥
59456,੭ ॥
59457,ਜਗੰਨਾਥ ਸਿਭ ਜੰਤਰ੍ ਉਪਾਏ ਨਿਕ ਖੀਨੀ ਸਭ ਨਥਹਾਰੇ ॥
59458,ਨਾਨਕ ਪਰ੍ਭੁ ਿਖੰਚੈ ਿਤਵ ਚਲੀਐ ਿਜਉ ਭਾਵੈ ਰਾਮ ਿਪਆਰੇ ॥
59459,੮ ॥
59460,੨ ॥
59461,ਨਟ ਮਹਲਾ ੪ ॥
59462,ਰਾਮ ਹਿਰ ਅੰਿਮਰ੍ਤ ਸਿਰ ਨਾਵਾਰੇ ॥
59463,ਸਿਤਗੁਿਰ ਿਗਆਨੁ ਮਜਨੁ ਹੈ ਨੀਕੋ ਿਮਿਲ ਕਲਮਲ ਪਾਪ ਉਤਾਰੇ ॥
59464,੧ ॥
59465,ਰਹਾਉ ॥
59466,ਸੰਗਿਤ ਕਾ ਗੁਨੁ ਬਹਤੁ ੁ ਅਿਧਕਾਈ ਪਿੜ ਸੂਆ ਗਨਕ ਉਧਾਰੇ ॥
59467,ਪਰਸ ਨਪਰਸ ਭਏ ਕੁਿਬਜਾ ਕਉ ਲ ੈ ਬਕੈ ੁੰਿਠ ਿਸਧਾਰੇ ॥
59468,੧ ॥
59469,ਅਜਾਮਲ ਪਰ੍ੀਿਤ ਪੁਤਰ੍ ਪਰ੍ਿਤ ਕੀਨੀ ਕਿਰ ਨਾਰਾਇਣ ਬੋਲਾਰੇ ॥
59470,ਮਰੇ ੇ ਠਾਕੁਰ ਕੈ ਮਿਨ ਭਾਇ ਭਾਵਨੀ ਜਮਕੰਕਰ ਮਾਿਰ ਿਬਦਾਰੇ ॥
59471,੨ ॥
59472,ਮਾਨੁਖੁ ਕਥੈ ਕਿਥ ਲਕੋ ਸੁਨਾਵੈ ਜ ੋ ਬੋਲੈ ਸੋ ਨ ਬੀਚਾਰੇ ॥
59473,ਸਤਸੰਗਿਤ ਿਮਲੈ ਤ ਿਦੜਤਾ ਆਵੈ ਹਿਰ ਰਾਮ ਨਾਿਮ ਿਨਸਤਾਰੇ ॥
59474,੩ ॥
59475,ਜਬ ਲਗੁ ਜੀਉ ਿਪੰਡੁ ਹੈ ਸਾਬਤੁ ਤਬ ਲਿਗ ਿਕਛੁ ਨ ਸਮਾਰੇ ॥
59476,ਜਬ ਘਰ ਮੰਦਿਰ ਆਿਗ ਲਗਾਨੀ ਕਿਢ ਕੂਪੁ ਕਢੈ ਪਿਨਹਾਰੇ ॥
59477,੪ ॥
59478,ਸਾਕਤ ਿਸਉ ਮਨ ਮੇਲੁ ਨ ਕਰੀਅਹ ੁ ਿਜਿਨ ਹਿਰ ਹਿਰ ਨਾਮੁ ਿਬਸਾਰੇ ॥
59479,ਸਾਕਤ ਬਚਨ ਿਬਛੂਆ ਿਜਉ ਡਸੀਐ ਤਿਜ ਸਾਕਤ ਪਰੈ ਪਰਾਰੇ 982 ॥
59480,੫ ॥
59481,ਲਿਗ ਲਿਗ ਪਰ੍ੀਿਤ ਬਹ ੁ ਪਰ੍ੀਿਤ ਲਗਾਈ ਲਿਗ ਸਾਧੂ ਸੰਿਗ ਸਵਾਰੇ ॥
59482,ਗੁਰ ਕੇ ਬਚਨ ਸਿਤ ਸਿਤ ਕਿਰ ਮਾਨੇ ਮੇਰੇ ਠਾਕੁਰ ਬਹਤੁ ੁ ਿਪਆਰੇ ॥
59483,੬ ॥
59484,ਪੂਰਿਬ ਜਨਿਮ ਪਰਚਨੂ ਕਮਾਏ ਹਿਰ ਹਿਰ ਹਿਰ ਨਾਿਮ ਿਪਆਰੇ ॥
59485,ਗੁਰ ਪਰ੍ਸਾਿਦ ਅੰਿਮਰ੍ਤ ਰਸੁ ਪਾਇਆ ਰਸੁ ਗਾਵੈ ਰਸੁ ਵੀਚਾਰੇ ॥
59486,੭ ॥
59487,ਹਿਰ ਹਿਰ ਰਪੂ ਰੰਗ ਸਿਭ ਤੇਰੇ ਮੇਰੇ ਲਾਲਨ ਲਾਲ ਗੁਲਾਰੇ ॥
59488,ਜੈਸਾ ਰਗੰ ੁ ਦੇਿਹ ਸੋ ਹਵੋ ੈ ਿਕਆ ਨਾਨਕ ਜੰਤ ਿਵਚਾਰੇ ॥
59489,੮ ॥
59490,੩ ॥
59491,ਨਟ ਮਹਲਾ ੪ ॥
59492,ਰਾਮ ਗੁਰ ਸਰਿਨ ਪਰ੍ਭੂ ਰਖਵਾਰੇ ॥
59493,ਿਜਉ ਕੁੰਚਰ ੁ ਤਦੂਐ ਪਕਿਰ ਚਲਾਇਓ ਕਿਰ ਊਪਰ ੁ ਕਿਢ ਿਨਸਤਾਰੇ ॥
59494,੧ ॥
59495,ਰਹਾਉ ॥
59496,ਪਰ੍ਭ ਕੇ ਸੇਵਕ ਬਹਤੁ ੁ ਅਿਤ ਨੀਕੇ ਮਿਨ ਸਰਧਾ ਕਿਰ ਹਿਰ ਧਾਰੇ ॥
59497,ਮਰੇ ੇ ਪਰ੍ਿਭ ਸਰਧਾ ਭਗਿਤ ਮਿਨ ਭਾਵੈ ਜਨ ਕੀ ਪੈਜ ਸਵਾਰੇ ॥
59498,੧ ॥
59499,ਹਿਰ ਹਿਰ ਸੇਵਕੁ ਸੇਵਾ ਲਾਗੈ ਸਭੁ ਦੇਖੈ ਬਰ੍ਹਮ ਪਸਾਰੇ ॥
59500,ਏਕੁ ਪੁਰਖੁ ਇਕੁ ਨਦਰੀ ਆਵੈ ਸਭ ਏਕਾ ਨਦਿਰ ਿਨਹਾਰੇ ॥
59501,੨ ॥
59502,ਹਿਰ ਪਰ੍ਭੁ ਠਾਕੁਰ ੁ ਰਿਵਆ ਸਭ ਠਾਈ ਸਭੁ ਚੇਰੀ ਜਗਤੁ ਸਮਾਰੇ ॥
59503,ਆਿਪ ਦਇਆਲੁ ਦਇਆ ਦਾਨੁ ਦੇਵੈ ਿਵਿਚ ਪਾਥਰ ਕੀਰੇ ਕਾਰੇ ॥
59504,੩ ॥
59505,ਅੰਤਿਰ ਵਾਸੁ ਬਹਤੁ ੁ ਮੁਸਕਾਈ ਭਰ੍ਿਮ ਭੂਲਾ ਿਮਰਗੁ ਿਸੰਙ(cid:177)ਾਰੇ ॥
59506,ਬਨੁ ਬਨੁ ਢਿੂਢ ਢਿੂਢ ਿਫਿਰ ਥਾਕੀ ਗੁਿਰ ਪੂਰੈ ਘਿਰ ਿਨਸਤਾਰੇ ॥
59507,੪ ॥
59508,ਬਾਣੀ ਗੁਰ ੂ ਗੁਰ ੂ ਹੈ ਬਾਣੀ ਿਵਿਚ ਬਾਣੀ ਅਿੰ ਮਰ੍ਤੁ ਸਾਰੇ ॥
59509,ਗੁਰ ੁ ਬਾਣੀ ਕਹੈ ਸੇਵਕੁ ਜਨੁ ਮਾਨੈ ਪਰਤਿਖ ਗੁਰ ੂ ਿਨਸਤਾਰੇ ॥
59510,੫ ॥
59511,ਸਭੁ ਹੈ ਬਰ੍ਹਮੁ ਬਰ੍ਹਮੁ ਹੈ ਪਸਿਰਆ ਮਿਨ ਬੀਿਜਆ ਖਾਵਾਰ ੇ ॥
59512,ਿਜਉ ਜਨ ਚੰਦਰ੍ਹ(cid:194)ਸੁ ਦੁਿਖਆ ਿਧਰ੍ਸਟਬੁਧੀ ਅਪੁਨਾ ਘਰ ੁ ਲੂਕੀ ਜਾਰੇ ॥
59513,੬ ॥
59514,ਪਰ੍ਭ ਕਉ ਜਨੁ ਅੰਤਿਰ ਿਰਦ ਲੋਚੈ ਪਰ੍ਭ ਜਨ ਕੇ ਸਾਸ ਿਨਹਾਰੇ ॥
59515,ਿਕਰ੍ਪਾ ਿਕਰ੍ਪਾ ਕਿਰ ਭਗਿਤ ਿਦਰ੍ੜਾਏ ਜਨ ਪੀਛੈ ਜਗੁ ਿਨਸਤਾਰੇ ॥
59516,੭ ॥
59517,ਆਪਨ ਆਿਪ ਆਿਪ ਪਰ੍ਭੁ ਠਾਕੁਰ ੁ ਪਰ੍ਭੁ ਆਪੇ ਿਸਰ੍ਸਿਟ ਸਵਾਰੇ ॥
59518,ਜਨ ਨਾਨਕ ਆਪੇ ਆਿਪ ਸਭੁ ਵਰਤੈ ਕਿਰ ਿਕਰ੍ਪਾ ਆਿਪ ਿਨਸਤਾਰੇ ॥
59519,੮ ॥
59520,੪ ॥
59521,ਨਟ ਮਹਲਾ ੪ ॥
59522,ਰਾਮ ਕਿਰ ਿਕਰਪਾ ਲਹੇ ੁ ਉਬਾਰੇ ॥
59523,ਿਜਉ ਪਕਿਰ ਦਰ੍ੋਪਤੀ ਦਸੁ ਟ(cid:194) ਆਨੀ ਹਿਰ ਹਿਰ ਲਾਜ ਿਨਵਾਰੇ ॥
59524,੧ ॥
59525,ਰਹਾਉ ॥
59526,ਕਿਰ ਿਕਰਪਾ ਜਾਿਚਕ ਜਨ ਤਰੇ ੇ ਇਕੁ ਮਾਗਉ ਦਾਨੁ ਿਪਆਰੇ ॥
59527,ਸਿਤਗੁਰ ਕੀ ਿਨਤ ਸਰਧਾ ਲਾਗੀ ਮੋ ਕਉ ਹਿਰ ਗੁਰ ੁ ਮੇਿਲ ਸਵਾਰੇ ॥
59528,੧ ॥
59529,ਸਾਕਤ ਕਰਮ ਪਾਣੀ ਿਜਉ ਮਥੀਐ ਿਨਤ ਪਾਣੀ ਝਲੋ ਝਲੁ ਾਰੇ ॥
59530,ਿਮਿਲ ਸਤਸੰਗਿਤ ਪਰਮ ਪਦੁ ਪਾਇਆ ਕਿਢ ਮਾਖਨ ਕੇ ਗਟਕਾਰੇ ॥
59531,੨ ॥
59532,ਿਨਤ ਿਨਤ ਕਾਇਆ ਮਜਨੁ ਕੀਆ ਿਨਤ ਮਿਲ ਮਿਲ 983 ਦਹੇ ਸਵਾਰੇ ॥
59533,ਮੇਰੇ ਸਿਤਗੁਰ ਕੇ ਮਿਨ ਬਚਨ ਨ ਭਾਏ ਸਭ ਫੋਕਟ ਚਾਰ ਸੀਗਾਰੇ ॥
59534,੩ ॥
59535,ਮਟਿਕ ਮਟਿਕ ਚਲੁ ਸਖੀ ਸਹੇਲੀ ਮਰੇ ੇ ਠਾਕੁਰ ਕੇ ਗੁਨ ਸਾਰੇ ॥
59536,ਗੁਰਮੁਿਖ ਸੇਵਾ ਮੇਰੇ ਪਰ੍ਭ ਭਾਈ ਮੈ ਸਿਤਗੁਰ ਅਲਖੁ ਲਖਾਰੇ ॥
59537,੪ ॥
59538,ਨਾਰੀ ਪੁਰਖੁ ਪੁਰਖੁ ਸਭ ਨਾਰੀ ਸਭੁ ਏਕੋ ਪੁਰਖੁ ਮਰੁ ਾਰੇ ॥
59539,ਸੰਤ ਜਨਾ ਕੀ ਰੇਨੁ ਮਿਨ ਭਾਈ ਿਮਿਲ ਹਿਰ ਜਨ ਹਿਰ ਿਨਸਤਾਰੇ ॥
59540,੫ ॥
59541,ਗਰ੍ਾਮ ਗਰ੍ਾਮ ਨਗਰ ਸਭ ਿਫਿਰਆ ਿਰਦ ਅੰਤਿਰ ਹਿਰ ਜਨ ਭਾਰੇ ॥
59542,ਸਰਧਾ ਸਰਧਾ ਉਪਾਇ ਿਮਲਾਏ ਮੋ ਕਉ ਹਿਰ ਗੁਰ ਗੁਿਰ ਿਨਸਤਾਰੇ ॥
59543,੬ ॥
59544,ਪਵਨ ਸੂਤੁ ਸਭੁ ਨੀਕਾ ਕਿਰਆ ਸਿਤਗੁਿਰ ਸਬਦੁ ਵੀਚਾਰੇ ॥
59545,ਿਨਜ ਘਿਰ ਜਾਇ ਅੰਿਮਰ੍ਤ ਰਸੁ ਪੀਆ ਿਬਨੁ ਨਨੈ ਾ ਜਗਤੁ ਿਨਹਾਰੇ ॥
59546,੭ ॥
59547,ਤਉ ਗੁਨ ਈਸ ਬਰਿਨ ਨਹੀ ਸਾਕਉ ਤੁਮ ਮਦੰ ਰ ਹਮ ਿਨਕ ਕੀਰੇ ॥
59548,ਨਾਨਕ ਿਕਰ੍ਪਾ ਕਰਹ ੁ ਗੁਰ ਮਲੇ ਹ ੁ ਮੈ ਰਾਮੁ ਜਪਤ ਮਨੁ ਧੀਰੇ ॥
59549,੮ ॥
59550,੫ ॥
59551,ਨਟ ਮਹਲਾ ੪ ॥
59552,ਮੇਰੇ ਮਨ ਭਜੁ ਠਾਕੁਰ ਅਗਮ ਅਪਾਰੇ ॥
59553,ਹਮ ਪਾਪੀ ਬਹ ੁ ਿਨਰਗੁਣੀਆਰੇ ਕਿਰ ਿਕਰਪਾ ਗੁਿਰ ਿਨਸਤਾਰੇ ॥
59554,੧ ॥
59555,ਰਹਾਉ ॥
59556,ਸਾਧੂ ਪੁਰਖ ਸਾਧ ਜਨ ਪਾਏ ਇਕ ਿਬਨਉ ਕਰਉ ਗੁਰ ਿਪਆਰੇ ॥
59557,ਰਾਮ ਨਾਮੁ ਧਨੁ ਪੂਜੀ ਦੇਵਹ ੁ ਸਭੁ ਿਤਸਨਾ ਭੂਖ ਿਨਵਾਰੇ ॥
59558,੧ ॥
59559,ਪਚੈ ਪਤਗੰ ੁ ਿਮਰ੍ਗ ਿਭਰ੍ੰਗ ਕੁਚੰ ਰ ਮੀਨ ਇਕ ਇਦੰ ਰ੍ੀ ਪਕਿਰ ਸਘਾਰੇ ॥
59560,ਪੰਚ ਭੂਤ ਸਬਲ ਹੈ ਦੇਹੀ ਗੁਰ ੁ ਸਿਤਗੁਰੁ ਪਾਪ ਿਨਵਾਰੇ ॥
59561,੨ ॥
59562,ਸਾਸਤਰ੍ ਬਦੇ ਸੋਿਧ ਸੋਿਧ ਦਖੇ ੇ ਮੁਿਨ ਨਾਰਦ ਬਚਨ ਪੁਕਾਰੇ ॥
59563,ਰਾਮ ਨਾਮੁ ਪੜਹੁ ਗਿਤ ਪਾਵਹ ੁ ਸਤਸੰਗਿਤ ਗੁਿਰ ਿਨਸਤਾਰੇ ॥
59564,੩ ॥
59565,ਪਰ੍ੀਤਮ ਪਰ੍ੀਿਤ ਲਗੀ ਪਰ੍ਭ ਕੇਰੀ ਿਜਵ ਸੂਰਜੁ ਕਮਲੁ ਿਨਹਾਰੇ ॥
59566,ਮਰੇ ਸੁਮੇਰ ਮੋਰ ੁ ਬਹ ੁ ਨਾਚੈ ਜਬ ਉਨਵੈ ਘਨ ਘਨਹਾਰੇ ॥
59567,੪ ॥
59568,ਸਾਕਤ ਕਉ ਅੰਿਮਰ੍ਤ ਬਹ ੁ ਿਸੰਚਹੁ ਸਭ ਡਾਲ ਫਲੂ ਿਬਸੁਕਾਰੇ ॥
59569,ਿਜਉ ਿਜਉ ਿਨਵਿਹ ਸਾਕਤ ਨਰ ਸੇਤੀ ਛੇਿੜ ਛੇਿੜ ਕਢੈ ਿਬਖੁ ਖਾਰੇ ॥
59570,੫ ॥
59571,ਸਤੰ ਨ ਸੰਤ ਸਾਧ ਿਮਿਲ ਰਹੀਐ ਗੁਣ ਬਲੋ ਿਹ ਪਰਉਪਕਾਰੇ ॥
59572,ਸੰਤੈ ਸੰਤੁ ਿਮਲੈ ਮਨੁ ਿਬਗਸੈ ਿਜਉ ਜਲ ਿਮਿਲ ਕਮਲ ਸਵਾਰੇ ॥
59573,੬ ॥
59574,ਲੋਭ ਲਹਿਰ ਸਭੁ ਸੁਆਨੁ ਹਲਕੁ ਹੈ ਹਲਿਕਓ ਸਭਿਹ ਿਬਗਾਰੇ ॥
59575,ਮੇਰੇ ਠਾਕੁਰ ਕੈ ਦੀਬਾਿਨ ਖਬਿਰ ਹਈ ਗੁਿਰ ਿਗਆਨੁ ਖੜਗੁ ਲ ੈ ਮਾਰੇ ॥
59576,੭ ॥
59577,ਰਾਖੁ ਰਾਖੁ ਰਾਖੁ ਪਰ੍ਭ ਮੇਰੇ ਮੈ ਰਾਖਹੁ ਿਕਰਪਾ ਧਾਰੇ ॥
59578,ਨਾਨਕ ਮੈ ਧਰ ਅਵਰ ਨ ਕਾਈ ਮੈ ਸਿਤਗੁਰ ੁ ਗੁਰ ੁ ਿਨਸਤਾਰੇ ॥
59579,੮ ॥
59580,੬ ॥
59581,ਛਕਾ ੧ ॥
59582,984 ਰਾਗੁ ਮਾਲੀ ਗਉੜਾ ਮਹਲਾ ੪ ੧ਓ ਸਿਤ ਨਾਮੁ ਕਰਤਾ ਪੁਰਖੁ ਿਨਰਭਉ ਿਨਰਵੈਰੁ ਅਕਾਲ ਮੂਰਿਤ ਅਜੂਨੀ ਸੈਭੰ ਗੁ ਰ ਪਰ੍ਸਾਿਦ ॥
59583,ਅਿਨਕ ਜਤਨ ਕਿਰ ਰਹੇ ਹਿਰ ਅੰਤੁ ਨਾਹੀ ਪਾਇਆ ॥
59584,ਹਿਰ ਅਗਮ ਅਗਮ ਅਗਾਿਧ ਬੋਿਧ ਆਦੇਸੁ ਹਿਰ ਪਰ੍ਭ ਰਾਇਆ ॥
59585,੧ ॥
59586,ਰਹਾਉ ॥
59587,ਕਾਮੁ ਕਰ੍ੋਧੁ ਲੋਭੁ ਮਹੋ ੁ ਿਨਤ ਝਗਰਤੇ ਝਗਰਾਇਆ ॥
59588,ਹਮ ਰਾਖੁ ਰਾਖੁ ਦੀਨ ਤਰੇ ੇ ਹਿਰ ਸਰਿਨ ਹਿਰ ਪਰ੍ਭ ਆਇਆ ॥
59589,੧ ॥
59590,ਸਰਣਾਗਤੀ ਪਰ੍ਭ ਪਾਲਤੇ ਹਿਰ ਭਗਿਤ ਵਛਲੁ ਨਾਇਆ ॥
59591,ਪਰ੍ਿਹਲਾਦੁ ਜਨੁ ਹਰਨਾਿਖ ਪਕਿਰਆ ਹਿਰ ਰਾਿਖ ਲੀਓ ਤਰਾਇਆ ॥
59592,੨ ॥
59593,ਹਿਰ ਚੇਿਤ ਰੇ ਮਨ ਮਹਲੁ ਪਾਵਣ ਸਭ ਦਖੂ ਭਜੰ ਨੁ ਰਾਇਆ ॥
59594,ਭਉ ਜਨਮ ਮਰਨ ਿਨਵਾਿਰ ਠਾਕੁਰ ਹਿਰ ਗੁਰਮਤੀ ਪਰ੍ਭੁ ਪਾਇਆ ॥
59595,੩ ॥
59596,ਹਿਰ ਪਿਤਤ ਪਾਵਨ ਨਾਮੁ ਸੁਆਮੀ ਭਉ ਭਗਤ ਭੰਜਨੁ ਗਾਇਆ ॥
59597,ਹਿਰ ਹਾਰ ੁ ਹਿਰ ਉਿਰ ਧਾਿਰਓ ਜਨ ਨਾਨਕ ਨਾਿਮ ਸਮਾਇਆ ॥
59598,੪ ॥
59599,੧ ॥
59600,ਮਾਲੀ ਗਉੜਾ ਮਹਲਾ ੪ ॥
59601,ਜਿਪ ਮਨ ਰਾਮ ਨਾਮੁ ਸੁਖਦਾਤਾ ॥
59602,ਸਤਸੰਗਿਤ ਿਮਿਲ ਹਿਰ ਸਾਦੁ ਆਇਆ ਗੁਰਮਿੁ ਖ ਬਰ੍ਹਮੁ ਪਛਾਤਾ ॥
59603,੧ ॥
59604,ਰਹਾਉ ॥
59605,ਵਡਭਾਗੀ ਗੁਰ ਦਰਸਨੁ ਪਾਇਆ ਗੁਿਰ ਿਮਿਲਐ ਹਿਰ ਪਰ੍ਭੁ ਜਾਤਾ ॥
59606,ਦੁਰਮਿਤ ਮਲੈ ੁ ਗਈ ਸਭ ਨੀਕਿਰ ਹਿਰ ਅੰਿਮਰ੍ਿਤ ਹਿਰ ਸਿਰ ਨਾਤਾ ॥
59607,੧ ॥
59608,ਧਨੁ ਧਨੁ ਸਾਧ ਿਜਨ(cid:184)ੀ ਹਿਰ ਪਰ੍ਭੁ ਪਾਇਆ ਿਤਨ(cid:184) ਪੂਛਉ ਹਿਰ ਕੀ ਬਾਤਾ ॥
59609,ਪਾਇ ਲਗਉ ਿਨਤ ਕਰਉ ਜੁਦਰੀਆ ਹਿਰ ਮਲੇ ਹ ੁ ਕਰਿਮ ਿਬਧਾਤਾ ॥
59610,੨ ॥
59611,ਿਲਲਾਟ ਿਲਖੇ ਪਾਇਆ ਗੁਰ ੁ ਸਾਧੂ ਗੁਰ ਬਚਨੀ ਮਨੁ ਤਨੁ ਰਾਤਾ ॥
59612,ਹਿਰ ਪਰ੍ਭ ਆਇ ਿਮਲੇ ਸਖੁ ੁ ਪਾਇਆ ਸਭ ਿਕਲਿਵਖ ਪਾਪ ਗਵਾਤਾ ॥
59613,੩ ॥
59614,ਰਾਮ ਰਸਾਇਣੁ ਿਜਨ(cid:184) ਗੁਰਮਿਤ ਪਾਇਆ ਿਤਨ(cid:184) ਕੀ ਊਤਮ ਬਾਤਾ ॥
59615,ਿਤਨ ਕੀ ਪਕੰ ਪਾਈਐ ਵਡਭਾਗੀ ਜਨ ਨਾਨਕੁ ਚਰਿਨ ਪਰਾਤਾ ॥
59616,੪ ॥
59617,੨ ॥
59618,985 ਮਾਲੀ ਗਉੜਾ ਮਹਲਾ ੪ ॥
59619,ਸਿਭ ਿਸਧ ਸਾਿਧਕ ਮੁਿਨ ਜਨਾ ਮਿਨ ਭਾਵਨੀ ਹਿਰ ਿਧਆਇਓ ॥
59620,ਅਪਰੰਪਰੋ ਪਾਰਬਰ੍ਹਮੁ ਸੁਆਮੀ ਹਿਰ ਅਲਖੁ ਗੁਰ ੂ ਲਖਾਇਓ ॥
59621,੧ ॥
59622,ਰਹਾਉ ॥
59623,ਹਮ ਨੀਚ ਮਿਧਮ ਕਰਮ ਕੀਏ ਨਹੀ ਚੇਿਤਓ ਹਿਰ ਰਾਇਓ ॥
59624,ਹਿਰ ਆਿਨ ਮੇਿਲਓ ਸਿਤਗੁਰ ੂ ਿਖਨੁ ਬਧੰ ਮੁਕਿਤ ਕਰਾਇਓ ॥
59625,੧ ॥
59626,ਪਰ੍ਿਭ ਮਸਤਕੇ ਧੁਿਰ ਲੀਿਖਆ ਗੁਰਮਤੀ ਹਿਰ ਿਲਵ ਲਾਇਓ ॥
59627,ਪਚੰ ਸਬਦ ਦਰਗਹ ਬਾਿਜਆ ਹਿਰ ਿਮਿਲਓ ਮੰਗਲੁ ਗਾਇਓ ॥
59628,੨ ॥
59629,ਪਿਤਤ ਪਾਵਨੁ ਨਾਮੁ ਨਰਹਿਰ ਮਦੰ ਭਾਗੀਆਂ ਨਹੀ ਭਾਇਓ ॥
